id,produto,marca,avaliacao,preco
3409,Smartwatch,Samsung,3.7,1840.68
3410,Monitor,Asus,3.8,1985.81
3411,Tablet,Sony,3.5,740.73
3412,Smartwatch,Asus,4.5,957.57
3413,Tablet,LG,2.8,1154.17
3414,Smartwatch,Lenovo,2.8,540.69
3415,Smartphone,Asus,3.7,1064.26
3416,Printer,LG,2.2,1608.15
3417,Monitor,Asus,1.1,1381.6
3418,Smartphone,Dell,2.9,204.31
3419,Smartphone,LG,4.0,921.75
3420,Headphone,Apple,2.9,1668.2
3421,Smartphone,Dell,4.3,1908.98
3422,Camera,Asus,3.8,1841.94
3423,Tablet,Apple,3.8,1251.02
3424,Smartwatch,Asus,3.6,357.38
3425,Headphone,Lenovo,2.9,1247.49
3426,Laptop,Sony,4.8,1800.68
3427,Monitor,Asus,3.7,817.7
3428,Tablet,Asus,4.7,865.23
3429,Tablet,Lenovo,4.7,1824.88
3430,Headphone,LG,4.8,1500.31
3431,Camera,HP,2.2,1078.64
3432,Tablet,LG,2.3,1521.7
3433,Smartwatch,Apple,2.3,87.41
3434,Tablet,Apple,1.2,885.31
3435,Smartphone,HP,1.4,692.88
3436,Laptop,Apple,3.5,1291.34
3437,Smartphone,Sony,3.9,1653.17
3438,Tablet,Apple,1.0,306.56
3439,Printer,Dell,1.6,579.95
3440,Monitor,Lenovo,4.9,1151.37
3441,Laptop,Sony,3.8,1873.08
3442,Camera,Asus,4.0,1879.16
3443,Headphone,Sony,5.0,1197.11
3444,Smartphone,HP,3.1,317.69
3445,Smartphone,Lenovo,3.6,587.43
3446,Headphone,Samsung,2.3,1826.25
3447,Laptop,Lenovo,3.7,1028.91
3448,Printer,Sony,1.1,952.89
3449,Monitor,Samsung,2.5,224.63
3450,Smartwatch,HP,2.2,243.21
3451,Smartphone,Asus,3.6,923.67
3452,Laptop,Dell,2.9,108.34
3453,Monitor,LG,2.9,205.59
3454,Smartphone,Asus,2.9,1937.98
3455,Laptop,Lenovo,2.5,1125.6
3456,Smartwatch,Apple,1.1,747.55
3457,Laptop,HP,4.0,1659.01
3458,Smartwatch,Asus,3.7,493.77
3459,Printer,Apple,3.8,484.39
3460,Tablet,Asus,2.7,884.02
3461,Printer,HP,3.5,289.16
3462,Smartphone,Apple,1.3,869.19
3463,Smartphone,Sony,2.3,1439.33
3464,Smartwatch,Dell,1.2,1153.82
3465,Headphone,Dell,3.5,631.22
3466,Smartphone,Lenovo,2.2,763.82
3467,Headphone,Apple,2.9,400.27
3468,Tablet,Samsung,3.0,1471.81
3469,Laptop,LG,1.2,312.63
3470,Smartwatch,Asus,4.8,636.02
3471,Printer,HP,2.7,311.88
3472,Smartphone,HP,1.0,1192.84
3473,Camera,LG,1.1,1149.95
3474,Printer,Apple,2.0,75.97
3475,Smartwatch,Dell,2.0,325.63
3476,Smartwatch,Lenovo,2.4,1658.61
3477,Headphone,LG,3.1,57.74
3478,Laptop,Sony,1.3,960.07
3479,Tablet,Samsung,2.7,596.41
3480,Camera,Dell,1.3,184.08
3481,Headphone,Lenovo,3.6,777.97
3482,Tablet,Dell,3.1,539.17
3483,Laptop,Asus,1.7,271.55
3484,Printer,HP,2.8,649.36
3485,Smartphone,Asus,3.7,267.25
3486,Smartphone,Samsung,4.8,1246.88
3487,Monitor,Apple,1.5,1213.43
3488,Laptop,Samsung,2.3,307.86
3489,Smartwatch,Dell,1.8,432.37
3490,Printer,Asus,3.3,514.58
3491,Printer,HP,2.8,569.98
3492,Laptop,HP,3.7,461.46
3493,Laptop,LG,2.2,1191.69
3494,Printer,Apple,3.2,646.4
3495,Tablet,LG,2.5,1810.28
3496,Smartwatch,HP,2.5,120.88
3497,Smartwatch,HP,3.1,375.77
3498,Printer,Samsung,3.6,920.31
3499,Monitor,HP,2.2,684.59
3500,Tablet,Samsung,3.5,1634.46
3501,Monitor,Samsung,2.5,1077.93
3502,Smartphone,HP,2.9,1473.2
3503,Tablet,Asus,2.8,1999.38
3504,Headphone,Lenovo,4.3,1965.02
3505,Smartwatch,Sony,4.7,1810.78
3506,Camera,Dell,3.6,1750.32
3507,Printer,Apple,4.9,348.78
3508,Monitor,Asus,2.0,455.6
3509,Tablet,Dell,2.3,1579.53
3510,Monitor,Samsung,4.7,1539.86
3511,Printer,Apple,5.0,1250.22
3512,Camera,Lenovo,4.5,1654.05
3513,Smartphone,LG,3.6,1033.55
3514,Smartphone,Dell,4.5,1353.74
3515,Headphone,Dell,4.4,1053.72
3516,Tablet,Apple,3.0,1413.83
3517,Laptop,HP,2.4,1564.77
3518,Smartphone,Dell,2.7,496.37
3519,Smartwatch,Dell,3.2,709.86
3520,Tablet,Asus,2.0,1273.46
3521,Smartphone,Sony,1.8,1395.32
3522,Camera,Samsung,2.4,1481.7
3523,Camera,Asus,5.0,1233.77
3524,Printer,Asus,3.3,1036.19
3525,Smartphone,Dell,1.6,1941.35
3526,Monitor,Dell,3.7,1686.42
3527,Smartwatch,Sony,1.4,601.88
3528,Printer,Dell,3.7,831.94
3529,Headphone,Apple,1.6,476.34
3530,Headphone,Asus,3.6,417.09
3531,Smartphone,LG,1.3,772.87
3532,Smartphone,HP,3.9,1636.57
3533,Printer,Sony,3.9,602.48
3534,Headphone,Asus,1.7,366.99
3535,Smartphone,Samsung,3.9,1800.85
3536,Laptop,LG,2.6,748.18
3537,Smartphone,Lenovo,3.5,602.93
3538,Tablet,HP,4.4,1917.91
3539,Headphone,Lenovo,3.7,1042.96
3540,Headphone,Asus,4.5,1660.08
3541,Smartwatch,HP,3.5,850.08
3542,Laptop,Asus,4.2,1400.04
3543,Printer,LG,2.8,1926.22
3544,Printer,Sony,1.4,1108.14
3545,Monitor,HP,4.2,1224.92
3546,Tablet,Samsung,4.0,670.53
3547,Tablet,Asus,3.9,1755.36
3548,Smartphone,Dell,4.0,1586.19
3549,Laptop,Sony,4.3,1167.99
3550,Laptop,Dell,3.7,446.17
3551,Monitor,Samsung,2.0,1658.89
3552,Printer,HP,4.3,1391.18
3553,Tablet,Sony,1.9,156.83
3554,Smartwatch,Lenovo,1.5,1799.28
3555,Tablet,LG,2.0,1687.7
3556,Printer,Apple,4.6,259.85
3557,Smartwatch,Sony,3.0,1732.16
3558,Tablet,Dell,3.5,1807.75
3559,Laptop,Sony,2.3,738.92
3560,Smartphone,LG,2.7,554.29
3561,Printer,Apple,4.1,156.28
3562,Tablet,Sony,2.0,1894.69
3563,Camera,HP,4.0,1835.97
3564,Smartwatch,Sony,3.5,55.05
3565,Smartphone,HP,2.3,1264.63
3566,Laptop,Dell,3.8,1497.2
3567,Tablet,Dell,2.5,192.56
3568,Tablet,Lenovo,3.2,1532.0
3569,Printer,Sony,4.9,1006.44
3570,Smartphone,HP,2.1,1851.74
3571,Laptop,Dell,3.5,1768.16
3572,Camera,Dell,2.4,812.62
3573,Monitor,Lenovo,3.9,899.11
3574,Camera,HP,2.9,377.68
3575,Headphone,HP,1.9,1272.36
3576,Headphone,Lenovo,4.3,1637.12
3577,Tablet,Lenovo,2.1,1968.35
3578,Laptop,Dell,4.2,1951.35
3579,Tablet,LG,3.8,1081.42
3580,Smartphone,Samsung,2.0,657.83
3581,Tablet,Dell,1.1,817.65
3582,Tablet,HP,4.6,1282.47
3583,Headphone,HP,2.3,846.52
3584,Printer,Asus,2.7,982.72
3585,Tablet,Samsung,4.0,1164.79
3586,Laptop,Lenovo,4.6,1137.59
3587,Printer,Dell,4.7,663.45
3588,Printer,Dell,4.3,489.92
3589,Tablet,Lenovo,4.6,147.93
3590,Headphone,Lenovo,4.6,978.63
3591,Headphone,LG,1.1,974.13
3592,Smartwatch,Sony,2.6,953.99
3593,Camera,Lenovo,3.3,1757.04
3594,Monitor,HP,1.1,1161.77
3595,Smartwatch,Sony,2.6,1098.54
3596,Laptop,HP,4.5,720.31
3597,Monitor,Asus,3.4,1325.91
3598,Smartphone,Lenovo,1.1,501.59
3599,Smartwatch,Dell,3.7,1346.86
3600,Smartphone,Dell,3.4,1520.75
3601,Camera,Apple,3.8,628.91
3602,Headphone,Lenovo,4.5,1793.83
3603,Printer,Samsung,1.4,632.17
3604,Headphone,Samsung,3.9,311.19
3605,Headphone,Samsung,1.5,1285.41
3606,Tablet,Sony,3.9,1618.26
3607,Smartwatch,Sony,2.1,1057.68
3608,Headphone,Asus,4.2,1779.1
3609,Smartwatch,HP,2.5,726.37
3610,Tablet,Lenovo,1.7,369.76
3611,Tablet,HP,2.7,229.29
3612,Printer,Asus,1.3,1572.89
3613,Camera,HP,4.4,1855.31
3614,Camera,LG,4.9,1287.25
3615,Printer,Dell,1.6,882.43
3616,Smartphone,Apple,1.5,921.46
3617,Tablet,Apple,1.5,569.41
3618,Camera,Asus,4.8,658.19
3619,Laptop,LG,4.5,1415.14
3620,Smartwatch,Lenovo,4.4,1658.76
3621,Printer,HP,4.5,405.95
3622,Smartwatch,LG,4.1,1873.35
3623,Printer,Samsung,4.4,1328.29
3624,Monitor,HP,3.8,199.16
3625,Monitor,LG,3.6,235.79
3626,Laptop,Sony,4.5,1210.29
3627,Smartwatch,LG,1.0,1884.38
3628,Printer,HP,4.9,468.56
3629,Camera,Samsung,4.3,948.03
3630,Camera,LG,4.5,186.4
3631,Smartwatch,Apple,3.1,1367.44
3632,Camera,Apple,2.3,1137.96
3633,Camera,Sony,1.6,687.95
3634,Printer,LG,2.4,761.43
3635,Camera,Samsung,1.3,336.86
3636,Smartwatch,Dell,5.0,934.9
3637,Camera,Asus,3.6,910.57
3638,Camera,Apple,4.4,569.3
3639,Smartphone,Asus,4.1,484.76
3640,Camera,Asus,2.8,934.46
3641,Headphone,Samsung,4.1,792.51
3642,Tablet,Dell,4.7,845.84
3643,Tablet,Sony,2.8,1986.89
3644,Tablet,Apple,4.2,1033.78
3645,Tablet,Sony,1.6,1447.47
3646,Monitor,Apple,2.2,667.33
3647,Camera,Asus,3.0,490.01
3648,Tablet,Apple,2.1,1026.91
3649,Camera,HP,5.0,1495.12
3650,Printer,Samsung,1.3,1391.39
3651,Headphone,Lenovo,2.1,1552.07
3652,Headphone,Apple,3.7,1517.26
3653,Headphone,LG,3.6,96.47
3654,Monitor,Dell,4.1,274.24
3655,Smartwatch,Lenovo,2.1,1881.74
3656,Tablet,Asus,2.0,914.62
3657,Camera,HP,3.4,1520.28
3658,Smartwatch,LG,1.6,1748.13
3659,Printer,Dell,2.3,1004.46
3660,Headphone,Sony,4.6,1734.85
3661,Printer,Asus,1.1,1665.94
3662,Smartphone,HP,4.5,1186.93
3663,Tablet,Sony,1.7,1870.74
3664,Smartwatch,Sony,4.2,1219.28
3665,Tablet,Lenovo,4.2,885.11
3666,Laptop,LG,2.2,1830.5
3667,Smartwatch,Apple,2.8,86.93
3668,Smartphone,Lenovo,3.0,945.69
3669,Headphone,Asus,4.2,1611.43
3670,Camera,LG,4.4,1833.61
3671,Smartwatch,Apple,4.3,1971.99
3672,Headphone,Lenovo,4.1,1928.82
3673,Monitor,Asus,2.9,722.32
3674,Tablet,LG,4.2,1408.44
3675,Printer,Lenovo,4.2,1367.6
3676,Smartwatch,Samsung,3.0,1664.04
3677,Laptop,HP,2.0,1656.57
3678,Tablet,Apple,3.5,650.46
3679,Smartphone,Dell,5.0,1151.47
3680,Tablet,Dell,1.1,1857.45
3681,Tablet,Dell,4.5,698.12
3682,Smartwatch,Apple,2.5,564.38
3683,Smartwatch,Asus,2.8,368.51
3684,Smartphone,Sony,4.8,791.42
3685,Smartwatch,Apple,2.6,168.23
3686,Camera,Asus,2.4,803.55
3687,Camera,HP,4.8,465.7
3688,Headphone,Asus,2.8,1897.42
3689,Printer,Lenovo,4.6,366.03
3690,Headphone,Apple,3.9,1080.14
3691,Tablet,Dell,4.7,434.61
3692,Tablet,Sony,3.4,597.21
3693,Headphone,Samsung,4.7,1172.45
3694,Monitor,Dell,4.0,403.91
3695,Printer,Apple,2.9,1716.79
3696,Headphone,Apple,4.8,1617.78
3697,Smartphone,HP,4.3,1076.46
3698,Tablet,Sony,1.6,1519.94
3699,Headphone,Sony,1.2,389.55
3700,Monitor,Apple,4.1,1791.17
3701,Smartphone,LG,3.2,104.01
3702,Headphone,Lenovo,4.0,1642.08
3703,Headphone,Lenovo,2.8,547.3
3704,Printer,Dell,1.8,211.72
3705,Headphone,Dell,2.4,838.67
3706,Tablet,Asus,4.7,1209.83
3707,Headphone,LG,3.8,710.08
3708,Smartwatch,Apple,3.0,764.41
3709,Smartphone,LG,3.7,915.66
3710,Tablet,Asus,4.9,1522.84
3711,Smartwatch,HP,4.3,1056.76
3712,Tablet,Dell,1.9,89.92
3713,Smartwatch,HP,2.4,489.29
3714,Smartwatch,Asus,1.3,110.09
3715,Smartphone,Sony,2.8,800.29
3716,Tablet,Lenovo,2.5,1026.22
3717,Printer,HP,3.0,164.74
3718,Printer,Apple,3.2,1216.2
3719,Monitor,HP,1.1,1874.07
3720,Smartphone,Dell,2.5,811.81
3721,Camera,LG,4.3,589.89
3722,Smartphone,Sony,2.9,1692.64
3723,Camera,Apple,1.8,243.01
3724,Laptop,LG,4.4,373.85
3725,Monitor,LG,2.2,1813.1
3726,Tablet,LG,1.2,454.21
3727,Tablet,HP,3.8,500.65
3728,Printer,Samsung,4.9,1151.54
3729,Smartwatch,LG,3.1,527.1
3730,Monitor,HP,2.8,1473.69
3731,Smartphone,Apple,3.1,1121.22
3732,Printer,Lenovo,3.9,86.37
3733,Laptop,HP,1.0,1081.69
3734,Monitor,HP,3.0,414.44
3735,Smartwatch,Lenovo,4.9,209.0
3736,Smartphone,Sony,2.3,1053.08
3737,Smartwatch,Apple,4.1,192.63
3738,Smartphone,HP,4.3,1044.89
3739,Monitor,Asus,4.7,1223.21
3740,Printer,Sony,2.1,226.01
3741,Smartphone,Asus,4.9,1701.02
3742,Tablet,Samsung,2.8,927.82
3743,Smartwatch,Sony,2.7,960.42
3744,Camera,Lenovo,3.9,1488.83
3745,Smartwatch,Lenovo,3.4,754.7
3746,Printer,Sony,3.1,1853.06
3747,Monitor,Sony,3.4,1326.86
3748,Camera,Dell,2.9,1210.45
3749,Smartwatch,LG,1.5,884.79
3750,Laptop,Lenovo,2.1,465.68
3751,Monitor,LG,1.5,865.67
3752,Smartwatch,Sony,4.7,1001.98
3753,Monitor,LG,4.7,1886.03
3754,Smartphone,Sony,3.5,960.09
3755,Camera,Dell,3.9,614.05
3756,Printer,Lenovo,1.4,482.57
3757,Tablet,Samsung,2.7,1855.9
3758,Headphone,Apple,1.3,1274.91
3759,Monitor,Samsung,3.9,1599.95
3760,Smartwatch,Apple,4.4,101.25
3761,Tablet,Sony,2.7,1747.22
3762,Smartwatch,Dell,1.9,762.35
3763,Headphone,HP,2.7,1686.03
3764,Printer,Sony,2.1,687.16
3765,Tablet,LG,3.9,1891.6
3766,Smartphone,Sony,4.4,1686.41
3767,Laptop,Samsung,4.7,1489.7
3768,Camera,LG,2.0,544.82
3769,Laptop,Apple,3.8,1356.35
3770,Smartphone,Apple,1.9,832.34
3771,Headphone,Apple,2.2,342.55
3772,Camera,LG,1.3,796.19
3773,Laptop,LG,4.4,454.56
3774,Monitor,Lenovo,3.9,1701.48
3775,Printer,Asus,3.2,467.6
3776,Printer,Asus,2.2,322.63
3777,Monitor,LG,1.4,185.8
3778,Tablet,HP,4.0,1020.98
3779,Monitor,Sony,1.4,1518.25
3780,Tablet,LG,3.4,1449.26
3781,Laptop,Apple,1.7,1423.17
3782,Smartwatch,Sony,2.0,1301.7
3783,Tablet,Samsung,2.6,239.07
3784,Smartphone,Sony,2.9,960.09
3785,Smartphone,HP,2.2,776.84
3786,Smartwatch,Samsung,4.7,249.97
3787,Monitor,HP,2.3,912.39
3788,Smartwatch,LG,4.8,1895.05
3789,Tablet,Asus,5.0,645.46
3790,Smartphone,Dell,2.1,508.6
3791,Laptop,Sony,3.1,669.26
3792,Tablet,Sony,4.5,1039.08
3793,Smartwatch,Asus,1.4,65.05
3794,Camera,Sony,2.6,557.5
3795,Laptop,Samsung,1.6,1812.33
3796,Laptop,Dell,1.4,1968.44
3797,Smartwatch,Dell,2.3,1686.46
3798,Monitor,Asus,2.6,107.82
3799,Monitor,HP,1.9,1717.46
3800,Tablet,HP,2.7,1355.49
3801,Laptop,Samsung,3.6,52.32
3802,Monitor,HP,1.2,821.4
3803,Smartwatch,Dell,2.2,815.88
3804,Smartphone,Sony,1.4,593.01
3805,Smartphone,HP,4.3,1773.06
3806,Monitor,Samsung,2.1,106.97
3807,Smartwatch,LG,2.1,1661.06
3808,Tablet,Asus,1.6,490.16
3809,Laptop,Sony,4.9,648.61
3810,Laptop,Lenovo,4.5,1593.89
3811,Smartphone,Dell,2.5,1369.24
3812,Headphone,Dell,3.9,1207.39
3813,Printer,HP,2.4,1861.26
3814,Headphone,Sony,1.6,728.77
3815,Headphone,HP,1.5,885.68
3816,Smartphone,Apple,4.2,1441.91
3817,Smartphone,Samsung,2.4,321.39
3818,Smartwatch,LG,3.4,1452.92
3819,Monitor,Sony,1.1,902.23
3820,Camera,Samsung,4.8,1148.21
3821,Printer,Samsung,4.7,863.96
3822,Tablet,Asus,5.0,1723.25
3823,Monitor,Apple,2.5,1096.41
3824,Tablet,LG,2.3,1929.87
3825,Monitor,Sony,1.3,1708.02
3826,Monitor,Sony,3.6,1919.12
3827,Camera,Sony,4.0,455.81
3828,Printer,Lenovo,2.1,233.61
3829,Headphone,Apple,2.0,1071.91
3830,Monitor,Asus,2.3,185.92
3831,Laptop,HP,1.5,663.09
3832,Laptop,LG,1.5,607.36
3833,Laptop,HP,2.0,1488.12
3834,Printer,HP,4.5,577.48
3835,Laptop,Samsung,5.0,711.35
3836,Laptop,Dell,5.0,179.71
3837,Tablet,Samsung,1.5,370.15
3838,Smartwatch,Sony,3.6,632.34
3839,Printer,Asus,2.4,481.27
3840,Smartwatch,Apple,2.5,1097.34
3841,Smartwatch,Samsung,4.5,178.21
3842,Laptop,Apple,4.3,82.52
3843,Smartphone,Dell,5.0,55.44
3844,Tablet,Apple,1.2,1175.57
3845,Smartphone,Samsung,2.5,576.15
3846,Laptop,Samsung,4.5,1361.54
3847,Camera,Lenovo,2.1,909.48
3848,Laptop,Sony,3.6,1385.53
3849,Headphone,Lenovo,2.0,253.03
3850,Laptop,Samsung,4.6,883.41
3851,Laptop,Apple,1.4,1158.91
3852,Smartphone,Dell,2.4,1517.86
3853,Tablet,LG,4.0,889.04
3854,Smartphone,Dell,3.2,1593.38
3855,Printer,Asus,3.7,578.98
3856,Headphone,Asus,5.0,335.03
3857,Tablet,HP,2.0,896.46
3858,Monitor,LG,1.2,1962.31
3859,Camera,Lenovo,1.8,875.35
3860,Monitor,Samsung,1.9,976.31
3861,Printer,LG,1.4,1129.81
3862,Tablet,Sony,4.4,1024.37
3863,Monitor,Apple,4.0,957.01
3864,Printer,Lenovo,4.7,1027.26
3865,Monitor,Apple,2.1,436.48
3866,Camera,Asus,4.2,1916.4
3867,Printer,Sony,2.6,224.89
3868,Camera,HP,2.8,1829.54
3869,Camera,Asus,1.3,532.7
3870,Headphone,Samsung,3.5,246.31
3871,Smartphone,HP,4.4,867.76
3872,Laptop,HP,3.1,57.78
3873,Laptop,Dell,3.9,170.2
3874,Smartwatch,Apple,1.8,1886.57
3875,Smartwatch,Apple,3.8,1368.37
3876,Smartwatch,Asus,1.1,780.29
3877,Tablet,Apple,2.3,1619.72
3878,Printer,Samsung,3.1,935.14
3879,Headphone,Samsung,4.6,881.81
3880,Camera,Samsung,3.0,1064.77
3881,Tablet,Sony,3.5,783.64
3882,Camera,LG,1.3,1010.96
3883,Smartphone,Sony,2.1,527.36
3884,Camera,Lenovo,4.0,1484.37
3885,Smartphone,Apple,4.2,958.28
3886,Printer,Lenovo,4.2,971.35
3887,Monitor,Apple,2.4,493.35
3888,Headphone,LG,1.2,371.72
3889,Laptop,Samsung,3.8,1074.72
3890,Monitor,Samsung,2.8,1497.12
3891,Laptop,Lenovo,1.6,1313.44
3892,Camera,Dell,2.4,123.92
3893,Printer,Dell,2.2,1424.69
3894,Smartphone,LG,3.8,282.26
3895,Headphone,Samsung,3.3,364.54
3896,Camera,LG,2.5,1916.64
3897,Smartwatch,Sony,3.1,522.0
3898,Headphone,Sony,4.5,640.34
3899,Camera,Asus,4.7,1963.64
3900,Laptop,HP,1.3,190.96
3901,Laptop,Asus,3.6,1676.52
3902,Headphone,Lenovo,3.1,133.78
3903,Printer,Sony,5.0,163.6
3904,Printer,Asus,3.1,1327.55
3905,Smartwatch,Apple,2.7,549.29
3906,Tablet,Apple,3.2,220.6
3907,Laptop,Dell,2.1,616.13
3908,Camera,LG,4.5,627.85
3909,Camera,LG,3.2,769.96
3910,Laptop,Sony,1.4,1867.07
3911,Laptop,Lenovo,3.9,1448.19
3912,Monitor,Lenovo,3.7,1656.3
3913,Printer,Apple,1.1,612.7
3914,Smartphone,HP,2.3,1335.62
3915,Headphone,HP,1.6,1306.69
3916,Camera,Lenovo,4.1,987.85
3917,Laptop,Lenovo,4.7,1968.04
3918,Camera,Lenovo,1.3,1275.59
3919,Laptop,Asus,4.5,837.18
3920,Smartphone,Dell,3.9,692.75
3921,Headphone,Lenovo,1.3,1173.33
3922,Monitor,Lenovo,4.1,1884.28
3923,Smartwatch,Lenovo,1.2,425.13
3924,Monitor,Asus,4.0,1336.01
3925,Smartwatch,Sony,2.6,148.85
3926,Printer,Apple,2.5,747.74
3927,Headphone,Dell,1.5,616.03
3928,Camera,Sony,1.7,502.27
3929,Printer,Dell,5.0,1575.06
3930,Laptop,HP,2.2,741.35
3931,Laptop,Asus,3.0,1222.52
3932,Laptop,Dell,2.3,458.87
3933,Monitor,Samsung,4.6,1430.88
3934,Monitor,Sony,4.9,441.53
3935,Printer,Sony,1.4,247.79
3936,Laptop,Lenovo,1.6,694.05
3937,Laptop,Dell,3.3,1114.93
3938,Monitor,Apple,3.8,939.63
3939,Monitor,Samsung,3.5,1561.42
3940,Tablet,Sony,2.4,745.65
3941,Monitor,HP,1.2,266.93
3942,Smartwatch,Sony,3.6,575.31
3943,Camera,LG,2.4,1679.03
3944,Smartwatch,HP,2.2,272.34
3945,Camera,Dell,1.7,1592.61
3946,Headphone,Sony,1.1,1397.86
3947,Camera,Samsung,4.7,872.06
3948,Smartphone,Apple,3.4,175.23
3949,Tablet,HP,1.1,245.3
3950,Headphone,Dell,4.2,1253.11
3951,Laptop,HP,1.2,497.27
3952,Headphone,Dell,4.2,1009.11
3953,Tablet,Sony,1.0,1640.21
3954,Camera,Dell,3.4,192.95
3955,Camera,Asus,1.1,653.73
3956,Headphone,Lenovo,2.1,752.44
3957,Laptop,LG,4.9,866.21
3958,Smartphone,Samsung,3.2,1327.14
3959,Laptop,Apple,3.1,524.66
3960,Printer,Samsung,2.4,482.07
3961,Smartwatch,Asus,3.4,880.64
3962,Headphone,Samsung,4.2,1644.96
3963,Monitor,Lenovo,4.6,1350.55
3964,Headphone,Lenovo,3.3,146.53
3965,Camera,Sony,3.4,660.06
3966,Camera,Asus,4.4,227.93
3967,Printer,LG,4.5,302.18
3968,Monitor,Samsung,2.1,689.75
3969,Headphone,Apple,1.3,713.79
3970,Tablet,Dell,4.4,712.11
3971,Smartwatch,HP,4.5,492.56
3972,Headphone,Lenovo,1.4,1410.93
3973,Tablet,Samsung,3.2,562.43
3974,Laptop,Asus,3.7,701.97
3975,Monitor,Samsung,3.8,242.07
3976,Camera,LG,1.3,383.17
3977,Laptop,Lenovo,1.7,1299.34
3978,Laptop,HP,2.0,539.62
3979,Monitor,LG,4.3,707.35
3980,Camera,HP,3.9,1250.3
3981,Laptop,LG,4.4,1355.55
3982,Smartwatch,HP,3.8,1968.88
3983,Printer,Lenovo,2.6,608.78
3984,Laptop,Lenovo,2.9,1356.36
3985,Printer,Dell,1.5,1860.96
3986,Smartphone,Dell,4.6,604.74
3987,Tablet,Sony,4.8,183.63
3988,Smartwatch,HP,4.5,614.78
3989,Tablet,HP,2.9,1633.21
3990,Camera,Asus,2.0,1715.17
3991,Laptop,Apple,4.7,317.09
3992,Smartphone,Lenovo,3.5,1572.89
3993,Camera,Lenovo,1.8,1318.64
3994,Printer,HP,3.6,96.09
3995,Smartwatch,Lenovo,2.5,930.59
3996,Tablet,Samsung,2.3,388.25
3997,Smartwatch,Apple,2.9,1103.22
3998,Smartphone,LG,1.0,1956.13
3999,Smartwatch,Asus,3.2,1037.9
4000,Monitor,Apple,4.9,533.57
4001,Smartwatch,LG,4.6,180.11
4002,Tablet,HP,3.7,158.47
4003,Smartwatch,Lenovo,5.0,1321.74
4004,Printer,LG,2.3,1782.61
4005,Smartwatch,Asus,2.2,910.13
4006,Smartwatch,Dell,3.2,313.42
4007,Camera,Apple,2.9,656.43
4008,Laptop,Sony,1.1,1101.86
4009,Laptop,Asus,3.5,179.29
4010,Headphone,Sony,4.7,177.25
4011,Printer,Sony,2.7,1493.4
4012,Headphone,Asus,5.0,1681.91
4013,Smartphone,Samsung,2.9,1325.68
4014,Monitor,Samsung,1.4,1119.52
4015,Tablet,HP,1.6,1615.16
4016,Smartwatch,Sony,1.4,96.99
4017,Laptop,Asus,2.1,1172.96
4018,Tablet,LG,4.5,348.5
4019,Laptop,Dell,1.7,1923.03
4020,Smartwatch,HP,4.3,1004.36
4021,Tablet,HP,2.2,227.78
4022,Tablet,Sony,2.0,1486.7
4023,Tablet,Samsung,1.7,206.63
4024,Smartwatch,LG,2.3,1922.99
4025,Camera,Asus,3.1,927.91
4026,Printer,Apple,1.8,1045.76
4027,Monitor,Sony,2.7,485.33
4028,Tablet,Dell,4.0,1539.36
4029,Laptop,LG,2.1,827.66
4030,Smartphone,Apple,4.6,1108.79
4031,Camera,Apple,1.0,1390.89
4032,Printer,Dell,3.7,892.56
4033,Headphone,Dell,3.8,984.01
4034,Laptop,LG,1.5,1076.56
4035,Smartphone,Samsung,5.0,772.47
4036,Camera,HP,3.9,1843.65
4037,Headphone,Lenovo,1.5,584.7
4038,Smartphone,Dell,1.2,1649.71
4039,Monitor,Sony,2.5,937.19
4040,Smartwatch,LG,2.4,565.45
4041,Headphone,Lenovo,2.9,1857.88
4042,Headphone,HP,2.5,1184.63
4043,Laptop,HP,2.7,910.3
4044,Printer,Lenovo,3.0,1930.1
4045,Camera,Lenovo,3.8,662.59
4046,Headphone,LG,4.0,1725.31
4047,Monitor,HP,2.7,1497.37
4048,Monitor,Dell,2.5,1348.38
4049,Monitor,Apple,3.9,1177.75
4050,Tablet,Lenovo,2.8,1661.3
4051,Smartphone,Samsung,3.1,848.9
4052,Printer,HP,3.8,1117.01
4053,Monitor,HP,2.9,745.54
4054,Laptop,Sony,2.6,646.93
4055,Camera,LG,4.6,1385.54
4056,Printer,Asus,4.9,676.6
4057,Headphone,LG,4.5,1922.96
4058,Smartphone,Samsung,1.2,520.72
4059,Tablet,LG,3.3,1146.61
4060,Camera,Samsung,3.3,779.64
4061,Camera,Dell,4.9,426.39
4062,Laptop,LG,2.1,1658.04
4063,Headphone,Apple,1.5,1881.96
4064,Smartwatch,Apple,1.8,397.23
4065,Printer,Samsung,4.8,973.83
4066,Smartphone,Apple,4.2,1128.4
4067,Camera,Apple,1.1,223.96
4068,Headphone,Apple,1.1,559.94
4069,Headphone,Lenovo,1.4,1853.77
4070,Monitor,Sony,1.8,251.1
4071,Smartwatch,HP,2.9,99.08
4072,Headphone,Asus,3.8,1079.11
4073,Camera,LG,4.1,457.42
4074,Camera,Samsung,1.6,166.0
4075,Printer,Lenovo,2.8,1950.06
4076,Laptop,Lenovo,4.6,1713.67
4077,Monitor,Dell,4.7,56.82
4078,Printer,Asus,4.1,623.46
4079,Tablet,Asus,1.5,1250.68
4080,Printer,Apple,4.1,618.72
4081,Smartwatch,Samsung,1.4,940.85
4082,Headphone,Dell,3.7,125.97
